Rank,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
875,XB,2005.0,Action,1.26,0.61,0.0,0.09,1.95
858,XOne,2013.0,Shooter,1.25,0.58,0.0,0.16,1.98
973,PS2,2003.0,Racing,1.25,0.29,0.0,0.24,1.78
669,PS2,2004.0,Sports,1.25,0.86,0.01,0.26,2.37
544,X360,2011.0,Action,1.25,1.15,0.07,0.3,2.77
1106,PS2,2002.0,Sports,1.25,0.15,0.03,0.22,1.66
692,X360,2013.0,Action,1.24,0.85,0.0,0.21,2.3
1007,XB,2004.0,Shooter,1.24,0.45,0.0,0.07,1.75
561,PS2,2004.0,Racing,1.23,1.11,0.0,0.34,2.68
697,PS3,2013.0,Action,1.23,0.68,0.04,0.34,2.29
362,PS2,2002.0,Action,1.23,1.77,0.05,0.49,3.54
996,XB,2002.0,Shooter,1.23,0.46,0.0,0.07,1.76
867,X360,2013.0,Shooter,1.22,0.57,0.02,0.15,1.96
1539,PS2,2005.0,Racing,1.22,0.05,0.0,0.01,1.29
1271,PS2,2008.0,Sports,1.22,0.0,0.0,0.27,1.49
1463,PS2,2006.0,Racing,1.22,0.05,0.05,0.01,1.34
1059,PS2,2005.0,Shooter,1.22,0.34,0.04,0.1,1.69
1090,XB,2005.0,Shooter,1.22,0.39,0.0,0.06,1.67
1267,PS,1998.0,Action,1.21,0.14,0.1,0.04,1.5
750,XOne,2013.0,Racing,1.21,0.78,0.01,0.17,2.18
541,PS3,2009.0,Fighting,1.2,0.98,0.17,0.43,2.78
779,PS3,2009.0,Shooter,1.2,0.62,0.0,0.29,2.11
817,X360,2010.0,Action,1.2,0.63,0.04,0.19,2.06
847,XOne,2016.0,Shooter,1.2,0.62,0.0,0.18,2.01
531,PS2,2001.0,Fighting,1.19,1.15,0.04,0.41,2.79
1379,PS2,2001.0,Racing,1.19,0.17,0.0,0.05,1.41
1260,PS2,2000.0,Sports,1.19,0.07,0.05,0.2,1.5
987,XB,2001.0,Fighting,1.19,0.29,0.24,0.06,1.77
1252,PS,1997.0,Misc,1.18,0.27,0.0,0.05,1.51
305,PS4,2014.0,Action,1.18,1.96,0.08,0.7,3.92
1130,PS2,2003.0,Sports,1.18,0.34,0.0,0.1,1.63
743,X360,2006.0,Action,1.17,0.78,0.02,0.22,2.19
788,PS2,2002.0,Platform,1.17,0.72,0.0,0.22,2.1
1314,PS,1998.0,Fighting,1.17,0.2,0.04,0.05,1.46
794,X360,2006.0,Action,1.16,0.65,0.08,0.2,2.09
1346,PS2,2002.0,Sports,1.16,0.08,0.0,0.19,1.44
665,PS2,2001.0,Misc,1.16,0.91,0.0,0.3,2.38
623,PS,1998.0,Action,1.15,1.14,0.06,0.13,2.48
887,X360,2013.0,Action,1.15,0.61,0.0,0.17,1.93
470,PS2,2007.0,Fighting,1.15,0.0,0.76,1.09,3.0
571,PS2,2003.0,Action,1.15,1.11,0.0,0.4,2.65
621,PS3,2008.0,Shooter,1.15,0.85,0.1,0.39,2.48
1384,PS,1996.0,Sports,1.15,0.2,0.0,0.05,1.4
1360,PS2,2004.0,Sports,1.15,0.08,0.0,0.19,1.42
389,PS,1998.0,Action,1.13,2.07,0.0,0.22,3.42
1644,PS,1997.0,Sports,1.13,0.05,0.0,0.03,1.22
609,PS2,2001.0,Racing,1.13,1.12,0.06,0.22,2.52
1266,PS3,2008.0,Misc,1.13,0.2,0.0,0.16,1.5
1096,PS2,2001.0,Racing,1.13,0.32,0.0,0.22,1.67
927,PS2,2004.0,Platform,1.12,0.69,0.03,0.02,1.86
975,PS,2001.0,Action,1.12,0.58,0.0,0.08,1.78
296,PS4,2014.0,Shooter,1.12,2.12,0.1,0.69,4.03
802,PS2,2002.0,Puzzle,1.11,0.71,0.0,0.27,2.08
859,X360,2012.0,Shooter,1.11,0.63,0.07,0.16,1.98
1001,X360,2015.0,Shooter,1.11,0.48,0.0,0.16,1.76
78,PS4,2015.0,Sports,1.11,6.06,0.06,1.26,8.49
1466,PS2,2004.0,Sports,1.1,0.06,0.0,0.18,1.34
1546,PS,1999.0,Action,1.1,0.14,0.0,0.04,1.28
1067,PS,1998.0,Fighting,1.1,0.48,0.04,0.07,1.69
888,PS3,2008.0,Misc,1.1,0.56,0.0,0.27,1.93
872,X360,2006.0,Shooter,1.09,0.65,0.02,0.2,1.96
883,PS2,2004.0,Fighting,1.09,0.15,0.65,0.04,1.94
1047,XB,2003.0,Racing,1.09,0.55,0.0,0.07,1.71
951,X360,2007.0,Shooter,1.09,0.54,0.02,0.17,1.83
1113,X360,2008.0,Shooter,1.09,0.38,0.02,0.16,1.65
726,PS2,2009.0,Simulation,1.09,0.85,0.0,0.28,2.23
1092,PS,2001.0,Sports,1.09,0.49,0.02,0.07,1.67
1459,X360,2006.0,Shooter,1.09,0.04,0.1,0.11,1.34
396,PS4,2015.0,Action,1.08,1.35,0.48,0.47,3.38
695,PS3,2011.0,Action,1.08,0.75,0.15,0.31,2.29
1285,PS2,2004.0,Fighting,1.08,0.2,0.0,0.2,1.48
680,PS2,2001.0,Action,1.08,0.7,0.34,0.21,2.34
1098,PS2,2003.0,Platform,1.08,0.45,0.0,0.14,1.67
186,X360,2012.0,Action,1.08,3.48,0.03,0.58,5.18
1373,PS3,2014.0,Sports,1.07,0.15,0.0,0.19,1.41
635,PS2,2003.0,Simulation,1.07,1.19,0.0,0.18,2.43
988,PS3,2009.0,Fighting,1.07,0.45,0.01,0.24,1.77
656,PS3,2013.0,Action,1.07,0.87,0.04,0.4,2.39
1232,PS,1997.0,Fighting,1.07,0.39,0.0,0.06,1.52
1548,PS,1999.0,Racing,1.07,0.16,0.0,0.04,1.28
547,PS4,2013.0,Action,1.07,1.31,0.06,0.31,2.74
1382,XB,2002.0,Action,1.07,0.28,0.0,0.05,1.4
1518,PS2,2006.0,Sports,1.07,0.04,0.02,0.17,1.3
1188,PS2,2006.0,Fighting,1.07,0.4,0.0,0.1,1.56
1493,PS2,2002.0,Sports,1.06,0.08,0.0,0.18,1.32
83,PS3,2012.0,Action,1.06,5.05,0.13,2.01,8.24
734,PS2,2006.0,Action,1.06,0.82,0.05,0.28,2.21
1033,X360,2012.0,Action,1.06,0.52,0.01,0.14,1.73
1210,XOne,2013.0,Action,1.06,0.35,0.01,0.12,1.54
821,PS2,2003.0,Fighting,1.06,0.62,0.13,0.25,2.06
991,PS2,2004.0,Platform,1.06,0.54,0.0,0.16,1.76
842,PS3,2008.0,Action,1.05,0.67,0.0,0.3,2.02
914,PS3,2009.0,Platform,1.05,0.54,0.03,0.26,1.88
1522,PS,1997.0,Racing,1.05,0.2,0.0,0.05,1.3
941,PS3,2011.0,Action,1.05,0.49,0.08,0.23,1.85
1598,PS,1998.0,Racing,1.05,0.16,0.0,0.04,1.25
705,PS3,2012.0,Shooter,1.05,0.77,0.1,0.36,2.28
523,PS3,2010.0,Racing,1.05,1.25,0.03,0.48,2.81
972,X360,2012.0,Action,1.05,0.57,0.03,0.14,1.78
960,PS2,2003.0,Simulation,1.05,0.59,0.0,0.18,1.81
769,PS2,2004.0,Simulation,1.04,0.81,0.0,0.27,2.13
815,X360,2007.0,Racing,1.04,0.8,0.01,0.22,2.06
595,X360,2009.0,Action,1.04,1.24,0.03,0.27,2.58
481,PS2,2003.0,Platform,1.04,1.37,0.06,0.49,2.96
1344,PS2,2004.0,Sports,1.03,0.32,0.0,0.09,1.44
1657,PS2,2002.0,Platform,1.03,0.14,0.0,0.04,1.21
731,X360,2010.0,Racing,1.03,0.98,0.0,0.21,2.22
1377,PS,1999.0,Fighting,1.02,0.34,0.0,0.05,1.41
1883,XB,2003.0,Sports,1.02,0.02,0.0,0.05,1.09
1903,X360,2012.0,Action,1.02,0.0,0.0,0.06,1.08
659,PS3,2007.0,Action,1.02,0.97,0.0,0.39,2.38
1123,X360,2010.0,Simulation,1.02,0.48,0.0,0.14,1.64
865,PS3,2008.0,Racing,1.01,0.64,0.02,0.3,1.97
1919,X360,2013.0,Sports,1.01,0.0,0.0,0.06,1.07
472,PS4,2014.0,Action,1.01,1.41,0.05,0.53,2.99
1062,X360,2013.0,Action,1.01,0.53,0.01,0.14,1.69
1594,PS2,2006.0,Shooter,1.01,0.04,0.03,0.16,1.25
1653,PS2,2006.0,Racing,1.01,0.04,0.0,0.16,1.21
1803,XB,2002.0,Simulation,1.01,0.1,0.0,0.03,1.13
704,PS3,2008.0,Action,1.01,0.9,0.0,0.37,2.28
1446,XOne,2015.0,Fighting,1.0,0.21,0.0,0.13,1.35
1559,X360,2008.0,Sports,1.0,0.16,0.0,0.11,1.27
886,PS2,2004.0,Role-Playing,1.0,0.72,0.0,0.21,1.93
1532,X360,2005.0,Racing,1.0,0.17,0.02,0.1,1.29
1009,X360,2007.0,Shooter,1.0,0.54,0.03,0.18,1.75
662,PS4,2015.0,Action,1.0,0.76,0.26,0.36,2.38
1670,PS2,2004.0,Racing,1.0,0.04,0.0,0.16,1.2
1620,X360,2008.0,Misc,1.0,0.14,0.0,0.1,1.23
1270,XB,2002.0,Shooter,1.0,0.43,0.0,0.06,1.49
968,PS,1999.0,Sports,1.0,0.68,0.0,0.12,1.8
964,PS2,2008.0,Misc,1.0,0.03,0.0,0.77,1.8
1809,XB,2004.0,Shooter,0.99,0.12,0.0,0.02,1.13
553,PS2,2001.0,Action,0.99,0.48,1.09,0.14,2.7
500,PS2,2001.0,Sports,0.99,0.32,1.38,0.2,2.89
1421,XB,2004.0,Role-Playing,0.99,0.33,0.0,0.05,1.37
1591,PS,1996.0,Sports,0.99,0.13,0.1,0.04,1.25
1581,PS,1998.0,Misc,0.99,0.22,0.0,0.04,1.26
792,PS2,2005.0,Action,0.99,0.63,0.29,0.19,2.09
1698,PS,1999.0,Racing,0.99,0.16,0.0,0.04,1.19
1135,PS3,,Misc,0.99,0.41,0.0,0.22,1.62
1695,PS2,2006.0,Action,0.99,0.04,0.0,0.16,1.19
1044,PS,1998.0,Platform,0.99,0.64,0.0,0.08,1.71
1648,XB,2001.0,Shooter,0.98,0.19,0.0,0.05,1.22
1184,PS2,2002.0,Shooter,0.98,0.53,0.0,0.06,1.57
1723,PS2,2005.0,Shooter,0.98,0.04,0.0,0.16,1.17
1372,X360,2013.0,Fighting,0.97,0.34,0.0,0.11,1.41
1746,PS2,2006.0,Racing,0.97,0.04,0.0,0.16,1.16
2039,XB,2006.0,Sports,0.97,0.03,0.0,0.03,1.02
943,PS3,2009.0,Role-Playing,0.97,0.34,0.35,0.18,1.84
1095,XB,2003.0,Racing,0.97,0.59,0.04,0.07,1.67
1503,X360,2009.0,Misc,0.97,0.23,0.0,0.11,1.31
1107,PS2,2005.0,Fighting,0.96,0.12,0.54,0.04,1.66
1348,X360,2013.0,Action,0.96,0.37,0.0,0.11,1.43
1064,PS3,2009.0,Role-Playing,0.96,0.44,0.08,0.22,1.69
332,PS4,2015.0,Role-Playing,0.96,2.0,0.21,0.56,3.73
668,PS2,2004.0,Action,0.96,1.08,0.04,0.3,2.37
1401,XB,2003.0,Action,0.96,0.37,0.0,0.05,1.38
1370,X360,2009.0,Fighting,0.95,0.34,0.0,0.13,1.41
853,PS,1997.0,Action,0.95,0.64,0.27,0.13,1.99
1168,X360,2010.0,Action,0.95,0.5,0.0,0.14,1.59
878,PS2,2003.0,Fighting,0.95,0.74,0.0,0.25,1.94
416,PS,1995.0,Fighting,0.95,1.3,0.77,0.22,3.24
1457,PS2,2002.0,Racing,0.95,0.21,0.01,0.18,1.34
1295,X360,2010.0,Action,0.95,0.4,0.0,0.12,1.47
1789,PS2,2005.0,Simulation,0.95,0.04,0.0,0.16,1.14
1584,PS3,2008.0,Shooter,0.94,0.17,0.02,0.13,1.25
901,PS2,2004.0,Racing,0.94,0.73,0.0,0.25,1.92
787,PS,1998.0,Role-Playing,0.94,0.07,1.05,0.04,2.1
2091,X360,2011.0,Sports,0.94,0.0,0.0,0.06,0.99
1230,X360,2011.0,Shooter,0.94,0.45,0.0,0.13,1.52
1063,PS,1999.0,Misc,0.94,0.64,0.0,0.11,1.69
928,PS,1999.0,Role-Playing,0.94,0.44,0.39,0.1,1.86
1085,PS2,2003.0,Sports,0.93,0.52,0.0,0.22,1.67
1654,XB,2001.0,Misc,0.93,0.24,0.0,0.04,1.21
1118,PS,1999.0,Shooter,0.93,0.63,0.0,0.08,1.64
591,PS3,2007.0,Platform,0.93,1.12,0.08,0.45,2.59
631,PS,1997.0,Role-Playing,0.93,0.12,1.34,0.06,2.45
312,PS2,2005.0,Fighting,0.93,1.94,0.31,0.7,3.87
1301,X360,2012.0,Shooter,0.93,0.4,0.02,0.12,1.46
1220,PS3,2009.0,Fighting,0.92,0.41,0.0,0.21,1.53
257,X360,2013.0,Sports,0.92,2.93,0.01,0.46,4.31
1167,X360,2008.0,Fighting,0.92,0.44,0.07,0.15,1.59
678,PS2,2007.0,Fighting,0.92,0.0,0.01,1.41,2.34
1143,X360,2013.0,Shooter,0.92,0.53,0.03,0.13,1.61
1341,X360,2010.0,Racing,0.92,0.4,0.0,0.12,1.44
1837,PS2,2007.0,Misc,0.92,0.04,0.0,0.15,1.11
952,PS,1995.0,Simulation,0.92,0.33,0.52,0.05,1.83
916,PS2,2004.0,Fighting,0.92,0.72,0.0,0.24,1.88
1615,XB,2004.0,Action,0.92,0.2,0.07,0.04,1.23
1630,PS4,2016.0,Sports,0.92,0.08,0.0,0.23,1.23
1340,X360,2007.0,Fighting,0.92,0.38,0.0,0.13,1.44
1981,PS,2000.0,Sports,0.91,0.11,0.0,0.03,1.05
932,PS2,2001.0,Sports,0.91,0.71,0.0,0.24,1.86
1199,XB,2003.0,Shooter,0.91,0.57,0.0,0.07,1.55
2004,PS,1998.0,Racing,0.91,0.1,0.0,0.03,1.04
1204,XOne,2014.0,Action,0.9,0.53,0.0,0.13,1.55
1479,X360,2010.0,Fighting,0.9,0.31,0.0,0.11,1.33
1077,X360,2012.0,Action,0.9,0.64,0.0,0.15,1.68
1705,X360,2012.0,Misc,0.9,0.2,0.0,0.08,1.19
1140,PS,1998.0,Racing,0.9,0.61,0.0,0.11,1.62
587,PS2,2002.0,Action,0.9,1.22,0.04,0.44,2.61
1006,PS3,2013.0,Role-Playing,0.9,0.37,0.25,0.24,1.75
1318,X360,2013.0,Role-Playing,0.89,0.44,0.0,0.12,1.45
594,PS4,2013.0,Shooter,0.89,1.33,0.07,0.28,2.58
1921,PS2,2006.0,Shooter,0.89,0.03,0.0,0.15,1.07
2130,PS3,2007.0,Sports,0.89,0.01,0.0,0.08,0.97
1364,X360,2008.0,Action,0.89,0.4,0.0,0.13,1.42
918,PS2,2005.0,Shooter,0.89,0.69,0.09,0.21,1.88
1885,PS2,2006.0,Action,0.89,0.03,0.01,0.15,1.09
1472,PS4,2013.0,Sports,0.89,0.31,0.01,0.12,1.33
2134,X360,2009.0,Sports,0.88,0.02,0.0,0.08,0.97
417,XOne,2015.0,Sports,0.88,2.11,0.0,0.23,3.23
963,PS2,2004.0,Platform,0.88,0.69,0.0,0.23,1.81
728,PS2,2003.0,Action,0.88,1.03,0.0,0.31,2.22
1169,PS,1999.0,Racing,0.88,0.6,0.0,0.1,1.59
383,PS3,2012.0,Shooter,0.88,1.75,0.1,0.72,3.45
271,PS2,2003.0,Misc,0.88,2.3,0.2,0.83,4.2
1046,PS2,2004.0,Simulation,0.88,0.34,0.32,0.18,1.71
1061,PS3,2008.0,Action,0.88,0.54,0.02,0.25,1.69
2126,PS2,2009.0,Sports,0.88,0.0,0.0,0.1,0.98
2174,XB,2004.0,Sports,0.88,0.04,0.0,0.04,0.95
1174,PS,2000.0,Misc,0.88,0.6,0.0,0.1,1.58
439,PS3,2012.0,Shooter,0.88,0.97,0.88,0.42,3.15
1940,PS2,2006.0,Fighting,0.88,0.04,0.0,0.14,1.06
1405,X360,2014.0,Shooter,0.87,0.38,0.02,0.11,1.38
2000,PS2,2006.0,Simulation,0.87,0.03,0.0,0.14,1.04
2212,X360,2009.0,Sports,0.87,0.0,0.0,0.07,0.94
2030,X360,2007.0,Shooter,0.87,0.05,0.02,0.08,1.02
2257,X360,2011.0,Misc,0.87,0.0,0.0,0.05,0.92
2250,X360,2010.0,Sports,0.86,0.0,0.0,0.06,0.92
1424,PS3,2014.0,Sports,0.86,0.27,0.02,0.22,1.36
895,X360,2013.0,Action,0.86,0.87,0.01,0.17,1.92
1471,X360,2013.0,Platform,0.86,0.36,0.0,0.11,1.33
2015,PS2,2005.0,Racing,0.86,0.03,0.0,0.14,1.03
617,PS3,2011.0,Action,0.86,1.06,0.18,0.39,2.49
1319,XOne,2015.0,Action,0.86,0.46,0.0,0.13,1.45
2268,PS3,2012.0,Sports,0.86,0.0,0.0,0.06,0.92
995,PS2,2004.0,Fighting,0.86,0.67,0.0,0.22,1.76
997,PS2,2002.0,Action,0.86,0.67,0.0,0.22,1.76
1425,XB,2004.0,Shooter,0.86,0.45,0.0,0.06,1.36
1103,X360,2012.0,Shooter,0.86,0.64,0.01,0.14,1.66
1350,X360,2009.0,Misc,0.85,0.46,0.0,0.13,1.43
1461,XB,2005.0,Shooter,0.85,0.43,0.0,0.06,1.34
1034,PS2,2003.0,Action,0.85,0.66,0.0,0.22,1.72
687,PS2,2004.0,Shooter,0.85,1.06,0.09,0.32,2.31
1027,PS2,2001.0,Sports,0.85,0.66,0.0,0.22,1.73
1201,PS3,2010.0,Shooter,0.85,0.47,0.02,0.22,1.55
1599,PS2,2005.0,Shooter,0.85,0.03,0.22,0.14,1.24
981,PS2,2005.0,Action,0.85,0.76,0.0,0.16,1.77
1218,PS,1996.0,Shooter,0.85,0.58,0.0,0.1,1.54
1014,PS2,2008.0,Simulation,0.85,0.66,0.01,0.22,1.75
1561,XB,2003.0,Sports,0.85,0.37,0.0,0.05,1.27
1833,XB,2003.0,Shooter,0.85,0.23,0.0,0.04,1.11
1228,PS,1997.0,Sports,0.85,0.58,0.0,0.1,1.53
1245,X360,2011.0,Action,0.84,0.54,0.0,0.13,1.51
1505,X360,2009.0,Action,0.84,0.35,0.0,0.12,1.31
1514,XB,2004.0,Racing,0.84,0.43,0.0,0.04,1.31
122,PS3,2011.0,Sports,0.84,4.32,0.11,1.42,6.69
1196,X360,2010.0,Action,0.84,0.56,0.0,0.15,1.55
1825,X360,2011.0,Misc,0.84,0.2,0.01,0.08,1.12
276,X360,2011.0,Sports,0.84,2.79,0.02,0.53,4.19
1213,PS2,2000.0,Role-Playing,0.83,0.44,0.08,0.19,1.54
1018,PS3,2011.0,Shooter,0.83,0.63,0.02,0.25,1.74
1760,XB,2005.0,Action,0.83,0.28,0.0,0.05,1.16
1306,X360,2011.0,Shooter,0.83,0.48,0.02,0.12,1.46
1703,PS4,2016.0,Sports,0.83,0.14,0.0,0.22,1.19
845,X360,2012.0,Racing,0.82,0.98,0.04,0.18,2.02
1611,XB,2005.0,Action,0.82,0.38,0.0,0.04,1.24
1433,XOne,2013.0,Action,0.82,0.42,0.0,0.11,1.36
2389,PS3,2012.0,Action,0.82,0.0,0.0,0.06,0.87
1275,X360,2008.0,Action,0.82,0.52,0.01,0.14,1.49
1739,XOne,2015.0,Shooter,0.82,0.23,0.0,0.11,1.17
1286,XB,2004.0,Action,0.82,0.59,0.0,0.07,1.48
2125,X360,2015.0,Sports,0.82,0.05,0.0,0.1,0.98
1876,X360,2009.0,Sports,0.82,0.17,0.01,0.09,1.09
1137,X360,2011.0,Shooter,0.82,0.61,0.03,0.15,1.62
1075,PS2,2006.0,Misc,0.82,0.64,0.0,0.22,1.68
1832,XB,2004.0,Action,0.82,0.26,0.0,0.04,1.12
1309,PS,1998.0,Fighting,0.81,0.55,0.0,0.1,1.46
1305,PS,,Sports,0.81,0.55,0.0,0.1,1.46
1088,PS3,2006.0,Fighting,0.81,0.59,0.01,0.26,1.67
2323,XB,2004.0,Sports,0.81,0.05,0.0,0.04,0.9
1436,PS3,2011.0,Fighting,0.81,0.29,0.11,0.14,1.35
1104,PS2,2004.0,Sports,0.81,0.63,0.0,0.21,1.66
1302,X360,2008.0,Shooter,0.81,0.46,0.04,0.15,1.46
643,PS,1998.0,Action,0.81,0.76,0.7,0.14,2.41
1357,PS3,2010.0,Fighting,0.8,0.41,0.02,0.19,1.42
1120,PS2,2002.0,Sports,0.8,0.63,0.0,0.21,1.64
1041,PS2,2003.0,Role-Playing,0.8,0.21,0.55,0.15,1.72
1347,PS,1999.0,Action,0.8,0.54,0.0,0.09,1.43
2176,PS2,2004.0,Misc,0.8,0.03,0.0,0.13,0.95
1205,PS3,2010.0,Action,0.8,0.53,0.0,0.22,1.55
1136,PS2,2005.0,Sports,0.8,0.63,0.01,0.19,1.62
410,PS4,2015.0,Action,0.8,1.92,0.06,0.5,3.28
1354,PS,1999.0,Sports,0.79,0.54,0.0,0.09,1.43
1918,X360,2011.0,Fighting,0.79,0.18,0.03,0.07,1.08
809,PS3,2010.0,Sports,0.79,0.94,0.0,0.35,2.08
1069,X360,2008.0,Racing,0.79,0.71,0.01,0.18,1.69
2196,PS2,2004.0,Shooter,0.79,0.03,0.0,0.13,0.94
1142,PS2,2004.0,Sports,0.79,0.62,0.0,0.21,1.61
2464,PS3,2010.0,Sports,0.79,0.0,0.0,0.06,0.84
686,PS,1997.0,Action,0.79,1.35,0.04,0.14,2.32
1149,XOne,2014.0,Shooter,0.79,0.68,0.01,0.13,1.61
2435,X360,2007.0,Sports,0.79,0.0,0.0,0.07,0.85
1469,X360,2010.0,Sports,0.79,0.42,0.0,0.11,1.33
1449,X360,2008.0,Action,0.79,0.34,0.08,0.13,1.35
125,PS4,2014.0,Sports,0.79,4.29,0.05,1.47,6.59
1390,PS,2001.0,Sports,0.78,0.53,0.0,0.09,1.39
113,PS3,2013.0,Sports,0.78,4.32,0.07,1.73,6.9
270,PS2,2005.0,Sports,0.78,2.55,0.04,0.84,4.21
2066,XB,2003.0,Fighting,0.78,0.18,0.03,0.0,1.0
1102,PS2,2000.0,Sports,0.78,0.61,0.06,0.2,1.66
2495,PS3,2011.0,Sports,0.78,0.0,0.0,0.05,0.83
2209,PS2,2005.0,Shooter,0.78,0.03,0.0,0.13,0.94
1655,XB,2004.0,Shooter,0.78,0.4,0.0,0.04,1.21
2219,PS2,2006.0,Sports,0.78,0.03,0.0,0.13,0.94
962,PS2,2002.0,Fighting,0.78,0.44,0.56,0.04,1.81
1980,XB,2001.0,Racing,0.78,0.26,0.0,0.01,1.05
1283,PS3,2011.0,Role-Playing,0.78,0.47,0.03,0.2,1.48
450,X360,2014.0,Sports,0.78,2.02,0.0,0.3,3.11
564,PS3,2011.0,Role-Playing,0.78,0.75,0.89,0.26,2.68
2140,PS2,2007.0,Action,0.78,0.03,0.03,0.13,0.97
1507,PS2,2005.0,Platform,0.78,0.45,0.0,0.07,1.31
1786,PS2,2005.0,Action,0.78,0.03,0.2,0.13,1.14
1563,XOne,2015.0,Role-Playing,0.77,0.38,0.0,0.12,1.27
2169,XB,2002.0,Fighting,0.77,0.15,0.0,0.04,0.96
2141,X360,2015.0,Sports,0.77,0.1,0.0,0.1,0.97
2239,PS2,2007.0,Sports,0.77,0.03,0.0,0.13,0.93
1183,PS2,2001.0,Sports,0.77,0.6,0.0,0.2,1.57
1187,PS2,2000.0,Racing,0.77,0.6,0.0,0.2,1.56
2288,XB,,Misc,0.77,0.11,0.0,0.04,0.91
1406,PS,1998.0,Shooter,0.77,0.54,0.0,0.07,1.38
907,PS4,2015.0,Shooter,0.77,0.78,0.04,0.31,1.91
848,PS3,2013.0,Action,0.77,0.85,0.01,0.37,2.0
1496,PS3,2010.0,Shooter,0.77,0.3,0.09,0.16,1.32
1445,PS3,2008.0,Shooter,0.76,0.36,0.05,0.18,1.35
899,PS2,2001.0,Shooter,0.76,0.96,0.0,0.2,1.92
1417,PS,1998.0,Misc,0.76,0.52,0.0,0.09,1.37
1198,PS2,2002.0,Racing,0.76,0.59,0.0,0.2,1.55
1699,XB,,Action,0.76,0.38,0.0,0.05,1.19
1735,XB,2003.0,Shooter,0.76,0.36,0.0,0.05,1.17
1105,X360,2006.0,Racing,0.76,0.7,0.02,0.18,1.66
1400,X360,2011.0,Shooter,0.76,0.48,0.02,0.12,1.39
2557,PS3,2009.0,Sports,0.75,0.0,0.0,0.06,0.81
813,PS3,2011.0,Role-Playing,0.75,0.54,0.54,0.23,2.07
2563,PS3,2013.0,Sports,0.75,0.0,0.0,0.06,0.8
856,PS,2002.0,Action,0.75,1.09,0.02,0.12,1.98
2215,PS2,2006.0,Action,0.75,0.03,0.04,0.12,0.94
2460,PS3,2009.0,Sports,0.75,0.01,0.01,0.07,0.84
1606,PS,1997.0,Platform,0.75,0.44,0.0,0.06,1.24
1776,PS3,2011.0,Platform,0.75,0.22,0.05,0.12,1.15
1265,X360,2010.0,Action,0.75,0.53,0.09,0.12,1.5
2301,PS2,2005.0,Racing,0.75,0.03,0.0,0.12,0.9
1499,X360,2012.0,Action,0.75,0.45,0.0,0.11,1.32
1320,PS3,2008.0,Shooter,0.75,0.49,0.01,0.21,1.45
2330,PS2,2005.0,Sports,0.74,0.03,0.0,0.12,0.89
1931,PS2,2005.0,Fighting,0.74,0.15,0.13,0.05,1.07
2334,PS2,2005.0,Sports,0.74,0.03,0.0,0.12,0.89
1722,PS3,2008.0,Shooter,0.74,0.26,0.02,0.15,1.17
862,PS2,2002.0,Platform,0.74,0.95,0.0,0.28,1.97
874,PS2,2003.0,Racing,0.74,1.01,0.0,0.2,1.95
1477,PS,2000.0,Sports,0.74,0.5,0.0,0.09,1.33
2085,XB,2000.0,Sports,0.74,0.21,0.0,0.04,0.99
1560,X360,2011.0,Fighting,0.74,0.4,0.0,0.12,1.27
2314,PS2,2007.0,Platform,0.74,0.03,0.01,0.12,0.9
1894,X360,2010.0,Racing,0.74,0.26,0.0,0.09,1.09
2100,PS3,2008.0,Misc,0.73,0.15,0.0,0.11,0.99
1533,XOne,2015.0,Shooter,0.73,0.44,0.0,0.12,1.29
2363,X360,2010.0,Misc,0.73,0.1,0.0,0.06,0.88
897,X360,2009.0,Racing,0.73,0.97,0.01,0.22,1.92
2387,PS2,2008.0,Role-Playing,0.73,0.03,0.0,0.12,0.87
1494,PS,1997.0,Fighting,0.73,0.5,0.0,0.09,1.32
816,PS3,2010.0,Simulation,0.73,0.97,0.02,0.34,2.06
1501,PS,1996.0,Racing,0.73,0.5,0.0,0.09,1.31
2325,X360,2010.0,Sports,0.73,0.1,0.0,0.06,0.9
2132,XB,2005.0,Sports,0.73,0.21,0.0,0.03,0.97
911,PS4,2013.0,Racing,0.73,0.91,0.03,0.22,1.89
1497,PS,1996.0,Sports,0.73,0.5,0.0,0.09,1.32
1345,PS3,2011.0,Shooter,0.73,0.5,0.0,0.21,1.44
823,PS3,2007.0,Racing,0.73,0.92,0.04,0.37,2.05
2399,PS2,2005.0,Fighting,0.72,0.03,0.0,0.12,0.87
2394,PS2,2006.0,Sports,0.72,0.03,0.0,0.12,0.87
1016,PS,1999.0,Adventure,0.72,0.89,0.04,0.1,1.74
998,PS3,2013.0,Shooter,0.72,0.69,0.04,0.31,1.76
1541,X360,2014.0,Action,0.72,0.45,0.01,0.11,1.28
2110,X360,2013.0,Misc,0.72,0.19,0.0,0.07,0.98
1484,XOne,2014.0,Action,0.72,0.5,0.01,0.1,1.32
2642,PS3,2012.0,Action,0.72,0.0,0.0,0.06,0.78
1486,PS3,2008.0,Action,0.72,0.42,0.0,0.19,1.32
1555,PS2,2008.0,Action,0.72,0.03,0.0,0.52,1.27
1818,X360,2011.0,Action,0.72,0.3,0.01,0.09,1.12
1303,PS2,2003.0,Misc,0.72,0.56,0.0,0.19,1.46
1197,PS3,2012.0,Action,0.72,0.54,0.04,0.25,1.55
1681,XB,2003.0,Action,0.72,0.43,0.01,0.04,1.2
